policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported,incident_year,incident_month,incident_day
8,700,950.51,42,1,2,1,3,3,2,2,0,4,1985,14,1,2,3,0,3217.63,3642.51,0,2024,3,29
8,200,801.81,70,2,2,0,2,3,3,2,2,2,3014,18,3,4,2,1,26928.15,22728.19,0,2024,8,10
1,300,681.89,27,2,1,6,6,2,0,1,1,5,15537,6,4,1,1,1,14314.47,12568.34,0,2025,9,2
5,500,868.18,56,0,3,0,0,2,0,2,0,3,13667,3,3,1,1,0,4368.53,8672.94,0,2025,9,10
7,500,1202.64,60,0,1,7,1,0,3,0,3,0,15643,9,4,2,2,1,11330.69,10136.63,1,2024,4,12
9,1000,1223.92,37,1,0,6,1,2,3,1,3,1,12865,22,4,0,2,0,8458.15,7760.31,0,2024,6,21
5,1000,1190.78,41,2,1,4,0,3,3,2,2,7,5214,5,1,2,3,1,6413.74,10042.8,0,2023,11,27
9,800,658.45,67,2,1,1,3,1,0,0,1,4,1203,3,1,0,2,0,6705.9,12466.2,0,2024,3,26
5,1000,616.41,75,1,1,7,2,1,2,0,1,7,9905,23,4,1,0,1,13593.6,23377.26,0,2025,3,7
2,1000,1183.94,60,1,3,7,6,3,0,1,2,1,6974,0,2,0,0,0,10611.71,9640.28,0,2025,9,9
6,1000,1404.55,40,0,2,6,2,0,2,1,1,4,5044,7,3,2,1,0,3182.26,3689.37,0,2024,3,5
2,500,745.78,38,0,2,5,4,3,0,2,2,6,15653,12,2,1,0,1,7677.78,10849.42,1,2024,1,26
7,1000,863.53,30,1,3,5,4,0,0,2,2,3,6297,11,4,4,1,0,14534.22,21339.08,0,2024,2,19
7,800,686.2,42,2,3,3,1,0,1,1,1,5,2920,3,1,2,3,0,1924.66,2556.61,0,2025,4,29
9,400,962.5,61,2,3,7,6,1,1,1,1,9,342,11,2,0,4,0,13284.36,15530.09,0,2025,3,1
2,300,1130.86,54,0,3,2,5,2,0,0,1,4,756,5,2,1,5,0,477.64,607.67,0,2024,3,10
8,700,1299.22,20,1,0,1,1,1,1,0,0,0,274,11,3,2,4,0,16926.39,17647.55,0,2024,3,1
3,500,1056.3,58,1,3,7,6,0,2,1,2,9,2684,0,1,2,1,1,4277.12,4058.54,0,2024,4,23
3,300,768.96,68,0,1,0,3,3,1,2,3,4,4742,2,4,3,3,0,23951.84,20835.27,0,2025,5,4
3,500,1119.71,27,2,0,0,1,1,0,2,2,6,575,6,1,1,2,0,601.29,823.47,0,2024,8,15
1,300,1268.21,39,1,1,2,2,0,0,2,0,1,9921,12,2,4,5,0,6213.19,11177.37,0,2025,10,31
2,600,778.79,70,2,2,3,3,2,3,0,2,3,16896,13,2,4,0,0,13413.61,12134.58,0,2024,9,9
0,200,1134.79,69,0,0,4,4,2,0,2,1,8,10240,23,3,4,1,1,19539.06,23703.75,0,2023,12,6
5,400,1373.66,55,2,3,0,2,3,3,1,1,4,3453,14,3,4,1,0,8258.79,8500.08,0,2025,5,16
8,700,1073.03,51,1,3,7,0,0,1,2,1,7,16381,13,3,3,3,0,13264.43,19113.9,0,2024,5,23
8,300,898.83,36,2,1,7,1,3,3,0,3,6,5203,19,4,2,1,1,891.98,1113.32,0,2023,11,12
0,300,657.55,45,1,1,6,0,0,0,1,0,4,3070,6,1,0,3,1,10536.22,9642.0,1,2024,1,10
0,500,1448.64,59,1,2,2,3,0,0,0,0,2,12547,22,3,2,4,1,19496.66,22950.94,0,2025,2,2
4,500,1425.76,69,0,2,7,6,3,3,2,2,1,7982,1,4,2,3,0,3697.12,4471.48,0,2025,1,13
1,800,1034.36,30,0,3,4,2,3,0,0,1,2,14538,0,3,2,5,0,2563.85,4038.78,0,2025,2,26
8,800,1229.14,59,1,2,0,4,3,1,1,2,1,3975,18,4,1,5,0,12395.68,18596.4,0,2025,3,8
3,300,1316.67,37,1,0,0,5,0,1,0,0,3,17385,11,2,4,2,0,8537.42,9874.2,0,2025,7,2
3,200,1318.37,40,1,1,5,6,1,1,2,1,8,17374,23,1,4,5,1,2575.77,2290.3,0,2025,1,31
4,800,785.6,49,0,2,6,3,1,2,1,1,1,14838,2,2,3,2,1,7088.18,9368.9,1,2024,11,28
7,200,979.47,65,2,2,4,0,0,3,2,2,8,14984,8,2,1,0,1,15701.88,13409.81,1,2023,11,17
8,700,702.97,37,2,2,2,6,2,3,0,2,2,8973,9,1,4,1,0,20253.16,17721.75,0,2025,1,11
4,600,1432.98,61,1,0,5,0,1,3,0,0,3,15140,15,1,1,0,1,24614.32,21674.3,0,2024,7,30
8,300,1314.5,41,2,3,0,0,2,3,0,2,4,8407,7,2,4,5,1,2111.49,3856.23,0,2024,8,11
8,1000,1224.93,65,1,2,5,4,1,3,0,2,5,17362,6,1,4,0,1,3256.37,4533.08,0,2024,2,1
6,800,1235.85,64,0,3,1,2,3,3,0,0,2,15440,3,4,4,4,1,2250.79,4200.9,0,2025,7,30
9,200,650.17,28,0,2,3,0,2,3,0,2,1,17493,6,3,3,3,0,16476.59,17494.13,0,2025,3,2
4,300,680.58,54,2,3,6,4,3,0,2,0,1,9598,0,3,4,0,0,3592.21,6582.7,0,2025,7,21
7,300,1350.94,28,1,2,5,6,3,2,2,1,6,5255,1,4,2,3,1,6169.72,5736.06,0,2025,3,25
6,500,1361.04,45,0,0,3,4,2,2,0,1,1,13687,3,3,2,1,0,17396.92,21844.94,0,2025,4,23
4,200,1490.92,19,2,3,6,1,0,1,2,0,3,9307,16,1,3,2,1,17355.14,15927.03,0,2025,2,1
4,1000,718.34,22,1,1,6,5,2,1,0,3,9,15596,11,4,1,1,0,621.54,552.53,0,2024,7,28
8,500,1287.46,52,0,3,0,1,1,1,0,0,2,5530,11,2,4,0,1,7911.09,13261.31,0,2024,2,15
8,700,857.19,31,0,0,0,5,0,1,1,3,6,5324,18,4,4,3,0,18940.72,17016.78,0,2024,9,14
1,400,1175.41,53,2,3,7,0,2,3,2,3,4,3859,22,2,4,0,1,8169.78,10799.46,0,2025,10,6
7,1000,606.09,31,2,2,2,2,1,0,1,0,4,4387,23,3,2,2,1,13754.82,20623.35,0,2024,8,3
0,700,1036.79,20,0,2,4,3,3,2,1,2,8,15494,22,4,2,2,1,8909.41,9722.43,0,2024,12,6
2,600,844.95,34,1,1,4,2,1,3,2,3,6,4868,21,2,4,4,1,12884.0,15227.46,0,2025,6,17
7,600,843.71,28,2,0,6,0,1,1,2,2,4,4202,12,2,4,2,1,2342.41,2916.76,1,2024,3,11
6,1000,1111.59,64,1,0,4,2,1,3,1,0,6,3305,8,2,2,0,1,5669.29,5930.46,0,2024,1,12
6,1000,914.65,64,1,0,2,0,1,1,2,2,5,14148,2,2,4,5,1,13460.17,12956.35,0,2025,1,11
1,800,830.12,34,2,2,6,1,1,3,2,3,7,2350,1,3,3,4,1,20130.96,20717.1,0,2024,4,19
6,600,746.95,28,1,0,1,5,3,0,1,0,9,14305,16,3,2,4,0,11225.76,20102.25,0,2024,4,21
8,200,685.43,56,1,2,5,2,0,1,0,2,8,2476,21,3,0,4,1,2726.79,2628.2,0,2024,5,13
5,1000,630.06,20,1,1,4,0,0,2,1,1,0,1361,13,4,1,1,1,10386.72,20164.43,0,2024,7,20
7,300,1479.11,70,2,2,3,4,3,2,0,0,5,9882,11,2,4,4,0,13172.07,16239.75,0,2025,9,1
8,700,973.97,23,0,1,2,3,3,3,0,3,5,12443,11,2,4,2,0,8258.13,8915.45,0,2025,8,8
5,200,1009.11,63,1,3,0,6,1,2,0,2,7,10528,13,2,2,5,1,13634.77,19587.63,0,2024,2,28
7,300,1403.96,36,0,3,3,4,0,1,1,3,1,15776,2,1,0,5,1,11329.89,16875.23,0,2023,12,24
8,400,1486.62,75,2,0,0,6,1,3,0,1,6,3870,19,2,0,1,0,26304.77,22727.43,0,2025,7,17
9,1000,1304.54,72,1,3,4,3,1,3,2,0,0,5063,13,1,1,0,0,8005.17,15308.9,1,2024,1,21
1,500,1294.25,69,2,3,7,6,1,1,2,0,4,2116,5,3,0,5,0,10644.72,10397.17,0,2024,4,3
2,700,1418.28,68,0,3,3,6,2,1,1,0,9,2731,5,2,0,5,1,12317.19,21426.28,0,2024,7,26
2,300,662.27,53,1,1,2,3,2,3,2,3,2,4582,18,1,1,1,1,10603.21,13988.25,0,2024,6,19
9,800,1139.01,39,2,1,3,2,3,1,2,2,3,2107,14,3,1,0,1,10191.46,19505.13,1,2023,12,28
1,400,1499.07,20,1,1,7,5,2,1,2,1,8,2373,16,2,0,4,1,14443.91,18082.45,0,2024,5,17
6,400,930.74,31,0,1,7,4,3,1,0,0,7,11340,23,1,0,0,1,12002.99,20096.82,0,2024,1,20
3,700,1172.05,71,0,2,7,4,1,0,1,1,4,8282,18,1,3,3,0,4331.24,3772.68,0,2025,3,29
0,600,1277.04,64,1,3,7,6,2,1,1,2,5,14342,10,3,2,4,1,5427.26,6914.34,0,2025,3,24
5,400,725.93,37,2,1,7,4,3,1,1,1,7,7166,6,3,1,0,0,17695.52,18232.77,1,2025,10,23
6,200,1145.14,56,0,1,0,4,0,3,0,1,1,17186,20,2,1,2,1,324.18,643.29,0,2024,1,11
0,200,1336.16,63,0,3,7,4,0,1,1,0,7,11898,5,3,0,3,0,11997.78,10173.82,0,2024,12,24
2,1000,1270.33,51,2,1,2,6,1,3,2,2,9,15574,7,1,2,1,0,19134.11,22696.93,0,2025,6,17
0,200,604.52,73,2,3,0,4,0,0,1,1,8,13502,18,4,3,5,0,2342.66,2903.94,0,2025,11,6
2,200,1289.49,33,2,0,1,1,1,0,2,2,8,16212,7,3,2,2,1,22698.15,21949.06,0,2025,5,31
7,400,1489.09,61,0,0,1,3,3,0,0,2,7,8204,7,1,1,3,0,10201.92,10412.48,0,2024,9,30
1,400,1366.81,49,2,3,6,4,0,0,2,3,2,14062,17,2,0,5,1,5615.87,5096.8,1,2025,5,7
4,800,1084.38,21,2,2,1,5,3,2,2,3,3,5973,6,3,0,1,0,22344.89,23460.55,0,2025,2,3
1,200,692.46,54,1,3,1,1,3,0,1,0,3,815,10,4,2,2,0,16663.05,21777.54,0,2025,1,9
4,500,1084.92,73,0,3,5,0,3,0,2,2,4,13163,2,2,4,3,0,3580.95,5509.91,0,2023,12,13
9,400,1374.96,73,2,3,2,2,3,0,0,1,9,9744,23,1,3,0,0,10809.4,14024.69,0,2024,6,27
9,300,1361.94,75,2,3,4,0,3,0,1,0,5,757,14,2,2,1,0,17034.44,15158.95,0,2024,10,18
5,400,839.35,37,1,1,7,0,1,0,1,1,5,9506,4,4,3,1,1,19401.01,18474.18,0,2024,8,14
2,500,803.65,60,1,3,4,3,3,0,1,3,3,7615,4,1,3,2,0,9644.49,11499.62,0,2024,8,23
2,800,1468.07,56,1,1,7,2,1,3,2,0,8,16626,22,3,3,5,0,11802.24,22782.64,0,2025,1,10
7,1000,1309.08,33,0,1,5,0,3,3,1,1,6,5098,9,3,2,2,1,14761.25,13201.91,0,2025,7,4
6,800,1210.73,39,2,0,7,1,3,3,2,1,2,3166,21,1,0,0,0,22795.94,24271.17,0,2024,10,23
9,400,1216.21,34,2,1,2,0,1,2,1,1,1,5139,11,4,0,4,0,22756.42,21166.34,0,2025,10,10
1,800,828.23,42,2,1,7,0,3,2,1,1,6,9317,3,1,3,0,1,6537.9,12756.8,0,2025,2,10
0,400,1198.38,36,0,3,1,1,3,0,0,3,6,6906,8,4,1,4,0,24249.88,20911.84,0,2025,3,5
4,500,877.01,18,0,0,4,4,3,3,0,1,9,14661,2,3,0,1,1,3479.44,6591.61,0,2025,2,3
5,800,691.7,50,1,0,7,5,1,1,0,1,6,11974,16,3,2,2,0,19411.76,16372.46,0,2024,11,6
7,500,882.52,28,1,0,2,0,0,0,0,3,3,10396,11,2,2,0,1,13269.87,13735.51,0,2024,12,1
6,200,1085.65,29,0,2,1,4,0,1,1,3,2,14991,5,3,3,5,1,10459.3,14694.45,0,2024,8,12
4,500,1064.68,38,1,2,6,2,2,1,2,3,9,7968,16,1,3,0,1,4577.0,8029.63,1,2025,7,11
6,500,695.75,35,1,1,2,2,3,3,2,3,2,15335,11,4,3,0,0,24208.89,24389.75,1,2024,8,10
6,700,1300.34,36,0,1,5,2,0,2,2,2,3,7605,7,2,3,0,0,24361.14,23538.36,0,2025,9,30
7,500,821.21,48,1,0,6,5,0,1,0,1,2,3030,9,3,4,1,1,22898.13,22524.54,0,2024,11,2
8,400,1023.02,42,1,1,1,6,3,3,2,2,6,10921,23,4,2,0,1,14089.14,19481.77,1,2025,4,10
8,800,917.38,51,1,3,1,3,0,3,1,1,2,15425,7,3,3,5,0,18408.94,18560.29,0,2024,9,25
4,500,788.31,67,0,0,4,6,2,3,2,1,6,7843,21,1,2,5,1,18523.08,21964.03,0,2024,11,13
0,300,682.82,40,0,2,5,3,2,1,1,0,2,1057,12,3,1,4,1,24811.05,22828.78,0,2024,10,15
0,600,727.11,19,0,0,1,2,3,2,2,0,8,3321,0,4,4,5,0,13285.54,13937.42,0,2024,11,4
7,800,1124.64,33,0,3,1,1,3,2,2,2,7,4402,3,3,0,5,1,985.73,1321.62,0,2024,2,14
9,200,1029.22,20,1,1,2,2,1,3,1,2,1,17500,3,1,1,3,1,4845.64,5717.42,0,2025,10,7
2,200,1049.53,68,1,3,1,0,1,0,1,1,0,4945,20,3,1,4,1,16915.93,24515.02,0,2025,8,28
8,300,1305.54,60,2,1,7,1,3,0,1,3,8,11580,9,4,1,4,0,10212.51,16192.14,0,2025,8,22
6,700,659.3,31,1,1,1,2,2,0,2,2,4,3706,1,2,2,0,1,2375.55,3316.15,1,2025,6,20
9,300,673.16,41,0,3,3,6,2,1,2,1,0,9158,2,4,0,5,0,12412.13,20929.69,0,2024,9,19
2,300,1037.36,21,2,3,7,2,0,2,0,2,5,4459,22,2,2,3,0,6807.9,6238.91,1,2024,1,17
5,1000,1488.08,34,1,3,5,1,3,0,2,1,6,15852,22,3,4,3,1,2607.81,4912.12,0,2024,1,14
1,1000,747.86,46,1,1,2,5,3,1,2,1,6,11052,17,3,0,0,1,6042.61,10577.11,1,2024,11,10
1,800,629.13,48,0,1,7,3,3,0,2,0,2,4215,21,2,0,5,0,9355.27,9160.55,0,2025,7,19
1,600,1145.41,69,2,0,7,0,1,1,0,3,9,5176,5,4,2,2,0,3518.34,6709.98,0,2024,4,25
6,400,1335.4,44,1,3,4,4,3,2,2,1,6,2271,23,2,0,4,0,13337.3,14613.5,0,2024,6,3
0,400,914.64,18,0,1,7,2,2,3,0,3,4,5587,5,3,4,1,0,13947.41,12800.28,0,2024,12,23
2,300,1390.79,38,1,3,1,2,0,2,2,1,2,833,13,1,3,3,1,12652.63,24173.08,0,2025,8,17
7,200,971.5,68,0,3,6,3,0,0,2,1,3,13156,8,4,3,4,0,4920.65,7339.08,0,2024,3,14
0,600,1320.85,37,0,3,4,4,3,0,0,2,1,15734,21,1,0,1,0,4933.99,4783.06,0,2024,3,2
7,600,743.83,43,0,2,1,6,3,0,0,2,6,11640,14,4,0,2,1,10218.19,11049.26,0,2024,12,27
1,1000,930.45,43,0,3,4,6,2,2,2,2,9,894,1,4,0,2,1,8931.22,12595.98,0,2024,2,12
3,1000,857.47,40,2,2,3,3,0,2,1,1,1,4436,8,1,0,5,1,2336.84,2297.44,0,2024,5,22
9,600,710.79,29,0,1,4,5,0,1,1,0,1,3082,7,2,4,1,0,8774.55,12973.66,0,2024,6,24
8,300,624.43,32,1,1,0,3,2,1,0,1,1,11960,22,4,1,5,0,7642.22,9053.8,0,2025,10,22
7,1000,1142.32,27,0,3,4,4,0,2,1,1,1,6647,14,1,2,1,1,8595.47,11144.19,0,2024,7,25
9,700,1243.31,60,0,2,7,3,2,1,0,0,4,1232,18,4,1,4,1,9675.09,10492.07,0,2025,1,10
8,600,1264.33,62,2,0,7,0,3,3,0,3,2,15179,21,4,0,1,0,10902.78,14171.72,0,2023,12,25
8,1000,1386.0,67,2,1,6,2,3,0,0,3,7,11396,2,2,2,3,0,12134.29,21041.42,0,2025,5,30
0,500,1177.24,55,0,1,1,1,3,3,2,2,0,7823,4,3,1,2,0,13893.77,23625.23,0,2024,1,16
3,200,1302.37,27,0,1,7,6,1,1,2,2,2,14729,16,3,0,3,1,13229.66,18325.98,0,2025,6,11
3,500,842.0,72,0,2,6,3,2,3,1,1,6,13559,15,4,3,2,0,3526.41,5038.97,0,2024,9,12
7,600,1258.08,46,1,0,7,2,0,0,1,0,1,17534,14,1,0,2,0,8988.49,8914.52,0,2025,9,6
0,800,1151.91,35,2,3,6,0,0,0,1,2,3,5608,7,3,0,5,1,5009.7,8381.07,0,2024,5,14
8,1000,644.45,75,1,1,3,4,0,0,2,3,2,1377,12,3,3,3,0,16351.06,14027.75,0,2024,5,19
8,400,1202.08,35,1,2,2,4,2,1,2,1,2,16769,19,1,0,2,1,533.28,752.53,0,2024,2,2
9,600,699.45,64,2,0,3,4,1,0,0,3,1,3725,15,4,1,3,0,8965.35,12856.53,0,2024,6,17
2,500,815.65,26,2,1,4,5,3,3,2,0,9,5365,21,3,0,5,1,20111.65,20698.4,0,2025,8,24
1,600,715.12,28,0,1,7,3,3,2,2,0,4,13590,23,1,4,2,1,11226.26,14228.05,0,2025,7,15
4,800,921.17,50,2,0,3,4,3,0,1,0,2,4595,22,4,4,4,0,2872.53,5294.46,1,2025,8,5
2,500,1076.44,61,2,0,2,6,0,2,1,2,8,17565,0,2,1,4,0,15232.19,12912.78,0,2024,7,10
8,200,867.6,39,0,3,6,1,0,1,2,1,7,14559,6,4,3,2,0,18038.48,23223.03,0,2025,3,22
1,300,661.73,49,2,3,4,5,1,2,1,1,2,3030,18,1,1,1,1,18064.87,20813.0,0,2024,11,11
2,1000,948.81,21,2,1,2,6,1,2,2,1,0,6149,17,4,4,3,0,16327.62,24209.76,0,2025,3,6
4,400,1484.49,48,1,2,7,6,0,0,2,0,1,6940,12,2,2,5,1,10760.1,19017.54,0,2024,4,18
4,600,637.5,69,2,3,7,0,1,3,1,2,2,11803,8,4,4,3,0,12517.72,15089.27,1,2025,9,1
8,600,797.93,65,1,2,6,0,2,2,1,1,5,16728,19,4,3,5,1,7042.63,13848.69,0,2025,10,23
5,1000,654.99,42,2,2,5,1,3,3,1,2,0,16712,11,1,0,4,1,16489.96,18362.92,0,2024,6,9
8,700,930.25,62,1,3,0,3,2,2,2,2,5,8767,3,2,3,0,1,13319.49,15459.2,0,2025,7,15
6,800,1350.0,54,1,0,2,4,1,2,0,2,4,14539,17,1,1,2,0,5117.86,8587.33,0,2024,9,19
4,500,1123.19,46,2,3,0,1,0,3,0,3,3,6279,0,4,0,0,0,8462.96,8847.06,1,2024,2,10
8,300,729.29,56,0,3,3,2,3,0,0,0,2,10949,10,3,0,2,1,21331.48,20952.92,0,2024,3,23
0,400,1409.13,32,1,1,0,1,1,2,0,1,7,13381,23,3,3,3,0,1546.65,1958.84,0,2024,6,6
1,600,977.84,68,1,0,6,3,1,1,2,0,0,16501,12,4,0,2,1,6247.7,8133.14,0,2024,11,13
7,300,874.92,45,2,0,2,2,3,3,0,0,8,5174,14,4,2,4,1,14800.8,18146.27,0,2024,3,6
4,400,767.43,48,1,0,7,1,0,3,0,1,3,11771,20,4,1,4,0,2278.85,3347.62,0,2024,7,11
5,500,1365.17,55,1,0,6,2,2,3,0,1,3,15892,7,2,2,1,0,3253.96,3264.59,0,2024,1,28
2,1000,1135.69,48,0,1,5,4,1,1,1,3,0,16374,9,2,3,0,0,15126.01,14423.12,0,2024,12,2
8,400,796.58,69,2,2,4,5,2,3,0,0,5,17530,21,1,1,0,1,9419.9,8783.69,0,2024,5,23
4,1000,1491.26,22,0,0,3,1,3,3,2,3,1,17649,10,4,1,3,0,6387.25,5940.11,0,2025,9,25
9,700,614.62,68,2,2,0,5,1,3,1,2,0,10023,0,2,4,2,1,13310.19,16611.14,0,2023,11,12
6,600,1229.99,19,2,0,4,1,2,1,2,1,7,7298,22,2,2,5,0,836.39,1443.57,0,2025,3,7
7,600,613.89,64,2,0,3,5,0,2,2,3,4,1847,22,2,1,5,0,20485.59,18883.78,0,2024,11,23
0,800,648.0,39,2,2,4,6,3,1,2,3,5,5449,23,3,4,4,0,4361.59,8486.65,0,2025,8,24
4,300,699.92,42,0,3,0,4,2,2,1,3,2,10919,8,3,0,1,0,1890.4,1738.57,0,2025,10,25
0,200,1218.2,50,2,3,7,4,1,3,2,3,0,13723,7,2,3,2,1,13646.24,15834.19,0,2025,10,10
8,700,1190.2,55,1,0,0,4,2,0,1,2,1,11998,20,3,3,1,1,735.48,1227.74,0,2023,11,20
8,400,1220.25,50,2,1,4,6,2,0,2,2,1,13000,2,1,1,2,1,6139.36,5695.69,0,2024,7,27
8,800,1427.91,40,1,0,2,6,1,1,0,1,2,8387,6,3,3,4,1,13328.14,16154.96,0,2025,5,9
5,800,769.2,60,0,3,0,5,2,3,1,1,0,16558,3,4,1,2,0,7343.16,6543.4,0,2024,2,27
7,400,1162.81,65,0,0,3,2,0,3,0,0,7,9671,22,4,2,0,1,9396.17,7995.6,0,2025,3,16
7,700,807.55,44,0,2,5,6,1,3,0,3,6,12243,15,2,4,0,1,22110.99,23310.28,0,2024,7,11
5,200,600.04,45,0,2,4,6,2,2,2,2,7,5559,14,2,4,5,0,14498.93,19736.77,0,2024,8,20
4,300,1426.31,73,0,2,3,0,1,0,1,3,1,8778,12,1,0,3,1,11559.92,11870.39,0,2025,3,24
5,600,753.11,74,1,0,5,6,3,3,0,2,3,12117,7,4,2,2,0,7102.4,9256.24,0,2025,7,10
2,800,1443.87,72,2,2,5,2,1,2,1,3,6,864,0,1,0,4,1,2288.86,2778.71,0,2024,2,13
2,1000,1163.46,74,1,1,2,3,3,0,2,0,3,10077,15,4,2,0,0,1266.43,1451.62,0,2024,4,24
7,300,1134.87,20,0,3,7,5,0,3,2,3,0,3465,11,1,2,1,0,12716.0,11033.78,1,2024,9,17
4,1000,1129.01,69,1,0,1,3,0,2,0,2,6,17023,14,3,0,5,1,3803.03,6536.63,0,2024,10,13
8,300,1089.01,68,0,3,3,5,2,3,2,2,7,1950,2,3,2,5,1,17423.57,18214.81,0,2025,9,24
1,600,1077.09,61,2,0,0,2,2,3,1,2,6,12825,6,3,1,5,0,5100.21,4609.21,0,2025,1,11
4,300,1047.93,29,1,3,7,5,0,1,1,1,5,2575,15,3,3,1,1,15235.55,12792.48,0,2025,6,15
6,300,1284.55,38,2,1,6,5,3,2,1,0,3,16436,6,1,3,1,1,6799.69,5735.56,0,2025,9,26
4,500,602.82,49,1,3,2,0,3,2,1,3,5,17292,12,2,0,3,0,13223.96,11683.49,0,2025,5,18
0,700,1093.96,53,2,2,0,2,1,0,2,1,6,5919,10,3,3,1,0,15443.69,13940.68,0,2025,10,22
2,700,1253.27,38,0,0,3,6,2,3,2,1,4,11734,14,2,2,2,0,20880.47,19374.16,0,2024,11,21
7,500,804.88,18,1,3,0,5,0,0,1,2,0,15632,14,4,0,0,0,7738.44,10563.31,0,2024,3,13
5,400,956.05,44,1,3,0,3,2,0,0,3,7,4929,0,1,3,1,0,12240.4,20423.72,0,2024,7,22
5,300,1312.51,18,1,0,7,3,1,3,2,2,8,13147,22,2,2,3,1,11265.55,16893.9,0,2025,5,16
0,400,706.86,20,2,3,0,2,0,0,1,1,6,2738,6,1,2,2,0,23580.56,21821.12,0,2024,11,12
9,700,1299.22,21,0,1,4,4,0,1,1,1,1,16560,21,2,3,4,1,2168.51,1961.05,0,2025,5,23
6,200,1050.76,20,2,2,5,6,1,0,0,3,9,3683,5,4,4,3,1,5991.86,7232.79,0,2025,7,11
2,1000,622.34,22,2,2,2,6,0,2,1,1,7,17374,17,2,4,2,0,2851.38,3937.04,1,2024,5,22
7,500,895.02,57,1,3,0,3,1,0,0,2,7,5472,23,2,1,4,0,5082.9,6618.61,0,2025,8,17
2,1000,1476.4,37,0,0,3,3,2,1,2,1,3,13675,15,3,3,0,0,10793.01,10021.89,0,2024,6,5
3,700,1043.61,47,2,0,4,0,2,2,2,2,9,4541,1,3,1,3,0,2421.31,3059.62,0,2025,8,22
8,700,1220.53,30,0,2,0,1,1,3,0,3,0,5946,23,4,1,3,1,5137.81,9591.62,0,2024,11,10
2,700,704.99,54,0,0,2,0,1,0,0,2,6,7297,7,3,2,5,1,5728.04,6724.6,1,2024,1,20
3,1000,1254.2,60,0,1,5,4,0,1,0,3,2,12112,2,1,0,2,0,14142.14,12492.96,1,2024,5,21
0,700,1391.61,52,1,0,2,1,1,3,1,0,3,11077,11,4,3,4,1,2796.24,3361.59,0,2025,1,19
9,700,971.71,71,2,2,7,5,2,1,2,1,3,7203,22,2,2,4,1,5083.89,4882.84,0,2024,3,26
8,600,990.8,52,1,0,3,6,3,0,1,2,0,981,17,2,4,1,0,9947.99,8581.62,0,2024,11,6
5,500,1113.9,54,1,2,1,4,3,0,1,1,9,906,0,1,2,0,0,1806.87,2236.52,1,2024,4,3
2,400,1289.42,34,1,0,0,4,3,3,2,1,3,327,7,4,2,3,1,3427.46,4129.86,0,2024,11,2
1,800,1472.24,53,2,0,3,6,3,2,0,0,3,8213,22,4,1,2,0,7866.46,6811.31,0,2024,2,15
1,600,998.85,35,0,1,1,1,2,3,0,1,7,2321,17,3,0,3,1,5154.06,9520.25,0,2024,4,21
0,800,1170.37,64,1,2,6,5,0,0,2,1,6,9138,22,3,3,5,1,17883.96,18063.81,0,2024,4,15
3,600,1460.87,28,1,3,2,3,0,1,0,3,5,12521,15,3,0,2,0,18591.17,16613.01,1,2024,10,19
2,400,656.41,46,0,1,0,5,1,2,0,2,7,1647,20,2,0,3,0,20844.46,18151.34,0,2024,8,26
2,800,1017.75,70,2,3,7,0,3,0,2,3,9,8539,1,2,2,5,0,16314.93,19007.53,0,2024,12,10
9,500,925.42,18,0,0,2,6,0,2,0,3,3,8061,19,4,2,0,1,2772.83,4104.55,0,2024,12,23
8,600,1472.35,69,2,3,5,2,2,0,1,0,2,1936,13,2,0,1,0,15911.94,16543.22,0,2024,6,11
5,1000,1368.47,23,2,3,2,6,2,3,1,3,6,16219,12,3,2,3,0,1006.31,1174.83,0,2024,8,15
1,700,663.09,72,0,0,2,6,2,1,0,0,2,72,13,2,4,0,0,4323.68,5097.43,0,2024,2,28
6,800,1314.4,63,1,1,6,3,3,2,1,1,7,3788,2,3,0,0,1,9863.13,18355.29,0,2025,3,24
3,600,1455.39,18,2,2,5,3,3,3,0,1,0,5675,22,4,3,2,1,14513.67,19580.5,1,2025,9,27
5,300,959.77,54,2,1,3,1,2,2,0,2,2,12896,15,1,4,5,1,17631.41,23625.61,0,2025,6,6
9,200,1416.58,45,2,3,6,4,3,3,2,2,8,13414,4,2,0,0,1,13078.02,15256.04,1,2025,4,25
3,1000,1194.62,20,0,1,7,0,1,2,2,0,5,10791,7,1,3,4,1,21107.64,22716.09,0,2024,3,23
5,600,969.42,64,2,2,4,3,2,3,0,0,7,10030,0,4,1,2,0,18470.8,19815.82,0,2024,4,17
0,400,716.21,36,0,1,7,2,2,2,1,1,0,7873,7,3,0,5,1,5608.66,5166.16,0,2025,6,26
6,600,657.96,53,1,1,1,3,0,0,1,2,3,12751,13,3,0,0,1,17853.87,15770.2,0,2024,5,20
5,700,1476.61,65,1,3,3,6,2,2,1,1,5,10271,9,3,0,5,0,10475.2,14297.26,0,2024,7,9
5,700,1368.64,74,2,0,5,5,0,2,1,1,7,12750,18,2,2,0,1,4809.61,7512.01,0,2024,12,30
1,600,1487.99,39,1,1,6,0,0,0,2,2,5,4070,4,2,4,5,0,7761.99,10430.09,0,2023,12,12
